mid,x1e
161,0.0001
162,0.0004
163,0.0004
165,0.0012
166,0.0013
167,0.0005
168,0.0004
169,0.0007
170,0.0004
171,0.0871
172,0.0003
173,0.0051
175,0.0022
176,0.0011
177,0.0002
178,0.0056
179,0.0019
180,0.0001
181,0.0005
182,0.0003
183,0.0004
184,0.0002
185,0.0002
187,0.0088
188,0.0002
189,0.0011
190,0.0003
191,0.0002
193,0.0003
194,0.0077
195,0.0012
196,0.0006
197,0.0004
198,0.0004
199,0.0005
200,0.0004
201,0.0013
202,0.0013
203,0.0006
204,0.0011
205,0.0003
206,0.0007
207,0.0037
208,0.0102
209,0.0439
210,0.0008
211,0.0042
212,0.0106
213,0.0001
214,0.0011
215,0.0004
216,0.0001
217,0.0004
218,0.0015
219,0.0002
220,0.0002
221,0.0003
222,0.0008
223,0.0002
224,0.0012
225,0.0004
226,0.0006
227,0.0004
228,0.0007
229,0.0010
230,0.0006
231,0.0009
232,0.0003
233,0.0022
234,0.0002
235,0.0002
236,0.0003
237,0.0004
238,0.0011
239,0.0004
240,0.0007
241,0.0003
242,0.0006
243,0.0005
244,0.0001
245,0.0005
246,0.0025
247,0.0004
248,0.0004
249,0.0005
250,0.0011
251,0.0007
253,0.0004
255,0.0013
256,0.0006
257,0.0004
259,0.0010
261,0.0005
262,0.0025
263,0.0004
265,0.0002
266,0.0007
267,0.0002
268,0.0004
269,0.0010
270,0.0002
271,0.0004
272,0.0006
273,0.0006
274,0.0002
275,0.0004
276,0.0007
277,0.0001
278,0.0008
279,0.0010
280,0.0002
281,0.0027
282,0.0004
283,0.0007
284,0.0011
285,0.0004
286,0.0091
287,0.0001
289,0.0004
290,0.0004
291,0.0007
292,0.0004
293,0.0005
294,0.0001
295,0.0013
296,0.0010
297,0.0012
298,0.0006
299,0.0012
300,0.0007
301,0.0008
302,0.0002
303,0.0042
304,0.0004
305,0.0017
307,0.0002
308,0.0004
310,0.0002
311,0.0004
312,0.0002
313,0.0001
314,0.0023
315,0.0002
316,0.0003
317,0.0003
318,0.0004
319,0.0005
321,0.0008
323,0.0002
324,0.0002
325,0.0004
326,0.0002
327,0.0007
328,0.0018
329,0.0002
330,0.0004
331,0.0004
332,0.0005
333,0.0004
334,0.0004
335,0.0004
336,0.0001
337,0.0013
338,0.0005
339,0.0001
340,0.0001
341,0.0004
342,0.0026
343,0.0011
344,0.0005
345,0.0007
346,0.0004
347,0.0001
348,0.0003
349,0.0004
350,0.0008
351,0.0022
353,0.0002
354,0.0008
355,0.0011
356,0.0006
357,0.0019
358,0.0005
359,0.0004
360,0.0003
361,0.0002
362,0.0005
363,0.0007
364,0.0011
365,0.0004
366,0.0001
367,0.0002
368,0.0009
369,0.0003
371,0.0014
372,0.0027
373,0.0039
374,0.0004
375,0.0008
376,0.0001
377,0.0002
378,0.0006
379,0.0017
380,0.0403
381,0.0003
382,0.0040
383,0.0004
384,0.0008
385,0.0006
386,0.0019
387,0.0003
388,0.0121
389,0.0004
390,0.0001
391,0.0065
392,0.0001
393,0.0004
394,0.0005
395,0.0013
396,0.0010
397,0.0018
398,0.0088
399,0.0007
400,0.0008
401,0.0001
402,0.0001
403,0.0005
405,0.0003
406,0.0004
407,0.0004
408,0.0004
409,0.0010
410,0.0026
411,0.0013
412,0.0011
413,0.0005
414,0.0002
415,0.0004
416,0.0006
417,0.0004
419,0.0003
420,0.0011
421,0.0011
422,0.0004
423,0.0005
424,0.0007
425,0.0003
426,0.0001
427,0.0013
428,0.0011
429,0.0003
430,0.0006
431,0.0022
432,0.0004
433,0.0004
434,0.0011
435,0.0039
436,0.0010
437,0.0003
438,0.0003
440,0.0010
441,0.0018
442,0.0007
443,0.0005
445,0.0004
446,0.0003
447,0.0032
448,0.0001
449,0.0004
450,0.3173
451,0.0114
452,0.0002
453,0.0005
454,0.0004
455,0.0009
456,0.0021
457,0.0026
458,0.0001
459,0.0002
460,0.0019
461,0.0022
462,0.0007
463,0.0028
464,0.0008
465,0.0002
468,0.0004
469,0.0004
470,0.0002
471,0.0014
472,0.0001
474,0.0008
475,0.0002
476,0.0003
477,0.0028
478,0.0029
479,0.0002
480,0.0014
481,0.0004
482,0.0003
483,0.0011
484,0.0003
485,0.0002
486,0.0002
487,0.0011
488,0.0008
489,0.0002
490,0.0006
491,0.0005
492,0.0016
493,0.0011
494,0.0001
495,0.0030
496,0.0010
497,0.0007
498,0.0004
499,0.0004
500,0.0005
501,0.0002
502,0.0011
503,0.0050
504,0.0004
505,0.0006
506,0.0005
508,0.0041
509,0.0004
510,0.0002
511,0.0001
512,0.0035
513,0.0002
514,0.0021
515,0.0002
516,0.0006
517,0.0036
518,0.0005
519,0.0011
520,0.0004
521,0.0013
522,0.0005
523,0.0006
524,0.0032
525,0.0003
526,0.0003
527,0.0005
528,0.0001
529,0.0001
530,0.0013
531,0.0014
533,0.0004
534,0.0001
535,0.0006
537,0.0004
538,0.0005
539,0.0021
540,0.0007
541,0.0007
543,0.0018
544,0.0010
545,0.0006
546,0.0002
547,0.0041
548,0.0003
549,0.0020
550,0.0004
551,0.0003
553,0.0003
554,0.0011
555,0.0032
556,0.0005
557,0.0011
558,0.0004
559,0.0001
560,0.0005
561,0.0009
562,0.0010
564,0.0015
565,0.0007
567,0.0008
568,0.0003
569,0.0009
570,0.0004
571,0.0003
572,0.0002
573,0.0006
574,0.0005
575,0.0008
576,0.0148
577,0.0008
578,0.0003
580,0.0002
581,0.0010
582,0.0056
583,0.0002
584,0.0004
586,0.0001
587,0.0026
588,0.0004
589,0.0007
590,0.0004
591,0.0012
592,0.0004
593,0.0008
595,0.0001
596,0.0002
597,0.0007
598,0.0011
599,0.0033
600,0.0018
601,0.0025
602,0.0007
604,0.0012
605,0.0004
606,0.0003
607,0.0007
608,0.0003
609,0.0006
610,0.0003
611,0.0273
612,0.0003
613,0.0004
614,0.0004
615,0.0012
616,0.0005
617,0.0007
618,0.0010
619,0.0013
620,0.0028
621,0.0002
623,0.0001
624,0.0011
625,0.0002
626,0.0005
627,0.0003
628,0.0006
629,0.0283
630,0.0001
631,0.0001
632,0.0019
633,0.0001
634,0.0008
635,0.0006
636,0.0004
637,0.0008
638,0.0018
639,0.0002
640,0.0008
641,0.0004
642,0.0125
643,0.0022
644,0.0001
645,0.0003
646,0.0004
647,0.0002
648,0.0012
649,0.0063
650,0.0002
651,0.0002
652,0.0002
653,0.0002
654,0.0004
655,0.0002
656,0.0016
657,0.0001
658,0.0002
659,0.0006
660,0.0010
662,0.0010
663,0.0004
664,0.0023
665,0.0032
666,0.0002
667,0.0008
669,0.0004
670,0.0022
671,0.0005
672,0.0014
673,0.0004
674,0.0038
675,0.0005
676,0.0002
677,0.0047
678,0.0002
679,0.0001
680,0.0022
682,0.0003
683,0.0015
684,0.0003
685,0.0018
686,0.0004
687,0.0007
688,0.0003
690,0.0009
691,0.0004
692,0.0004
693,0.0004
694,0.0002
695,0.0001
696,0.0001
697,0.0005
698,0.0018
699,0.0031
700,0.0008
701,0.0012
702,0.0004
703,0.0002
704,0.0007
705,0.0002
706,0.0011
707,0.0007
708,0.0004
709,0.0026
710,0.0001
711,0.0032
712,0.0005
713,0.0002
714,0.0015
715,0.0007
716,0.0001
717,0.0001
718,0.0003
719,0.0009
720,0.0002
721,0.0004
723,0.0035
724,0.0014
725,0.0002
726,0.0002
728,0.0004
729,0.0035
730,0.0005
731,0.0011
732,0.0001
733,0.0007
734,0.0010
735,0.0001
736,0.0004
737,0.0002
738,0.0002
739,0.0001
741,0.0116
742,0.0046
743,0.0006
744,0.0165
745,0.0005
746,0.0004
747,0.0008
748,0.0004
749,0.0003
750,0.0016
751,0.0004
752,0.0004
753,0.0002
754,0.0005
755,0.0056
756,0.0011
757,0.0006
758,0.0004
759,0.0008
760,0.6375
761,0.0004
762,0.0002
763,0.0005
764,0.0007
765,0.0003
766,0.0007
767,0.0023
768,0.0018
770,0.0010
771,0.0017
772,0.0052
773,0.0004
774,0.0005
775,0.0262
776,0.0004
777,0.0013
778,0.0002
779,0.0040
780,0.0013
781,0.0002
782,0.0004
783,0.0001
784,0.0004
785,0.0005
786,0.0030
787,0.0002
788,0.0005
789,0.0003
790,0.0001
791,0.0011
792,0.0021
793,0.0001
794,0.0013
795,0.0004
796,0.0036
797,0.1218
798,0.0017
799,0.0020
800,0.0020
801,0.0004
802,0.0003
803,0.0018
804,0.0005
805,0.0004
806,0.0062
807,0.0004
809,0.0038
810,0.0003
811,0.0008
812,0.0001
813,0.0003
814,0.0003
816,0.0009
817,0.0001
818,0.0002
819,0.0012
820,0.0001
821,0.0004
822,0.0041
823,0.0002
824,0.0008
825,0.0008
827,0.0002
828,0.0001
829,0.0001
830,0.0004
832,0.0006
833,0.0007
834,0.0002
835,0.0006
836,0.0018
837,0.0002
838,0.0004
839,0.0011
840,0.0007
841,0.0002
842,0.0003
843,0.0001
844,0.0021
845,0.0005
846,0.0002
847,0.0004
848,0.0005
849,0.0003
850,0.0005
851,0.0001
853,0.0012
854,0.0017
855,0.0003
856,0.0006
857,0.0005
858,0.0001
859,0.0009
860,0.0014
861,0.0008
862,0.0007
863,0.0003
864,0.0006
865,0.0004
866,0.0003
867,0.0001
868,0.0002
869,0.0021
870,0.0002
871,0.0008
872,0.0004
873,0.0001
874,0.0012
875,0.0001
876,0.0061
877,0.0069
878,0.0003
879,0.0006
880,0.0004
881,0.0007
882,0.0022
883,0.0025
884,0.0003
885,0.0008
886,0.0001
887,0.0004
888,0.0004
889,0.0032
890,0.0004
891,0.0002
892,0.0119
893,0.0002
894,0.0009
895,0.0004
896,0.0001
897,0.0002
898,0.0031
899,0.0001
900,0.0013
901,0.0009
902,0.0004
903,0.0002
904,0.0113
905,0.0004
906,0.0002
907,0.0007
908,0.0001
909,0.0002
910,0.0004
911,0.0012
912,0.0010
913,0.0047
914,0.0009
915,0.0114
916,0.0001
917,0.0003
918,0.0003
919,0.0005
920,0.0002
921,0.0025
922,0.0002
923,0.0006
924,0.0118
925,0.0004
926,0.0011
927,0.0003
928,0.0009
929,0.0001
930,0.0003
931,0.0024
932,0.0001
933,0.0002
934,0.0002
935,0.0004
936,0.0015
937,0.0004
938,0.0021
939,0.0026
940,0.0001
941,0.0021
942,0.0004
943,0.0010
944,0.0004
945,0.0011
946,0.0011
947,0.0001
948,0.0004
949,0.0005
950,0.0004
951,0.0017
952,0.0005
953,0.0008
954,0.0001
955,0.0004
956,0.0012
958,0.0056
959,0.0015
960,0.0008
961,0.0052
962,0.0003
963,0.0008
964,0.0001
965,0.0007
966,0.0003
967,0.0004
968,0.0006
969,0.0002
970,0.0196
971,0.0011
972,0.0005
973,0.0005
974,0.0119
975,0.0002
976,0.0003
977,0.0002
978,0.0003
979,0.0006
980,0.0005
981,0.0002
982,0.0005
983,0.0003
984,0.0370
985,0.0004
986,0.0021
987,0.0003
988,0.0015
989,0.0018
990,0.0003
991,0.0008
992,0.0006
994,0.0011
995,0.0004
996,0.0076
997,0.0004
998,0.0001
999,0.0001
1000,0.0001
1001,0.0011
1002,0.0004
1003,0.0004
1004,0.0047
1005,0.0024
1007,0.0021
1008,0.0003
1009,0.0004
1010,0.0005
1011,0.0060
1012,0.0001
1013,0.0025
1014,0.0001
1015,0.0025
1016,0.0008
1017,0.0010
1018,0.0008
1019,0.0008
1020,0.0001
1021,0.0004
1022,0.0005
1023,0.0013
1024,0.0003
1025,0.0009
1026,0.0004
1027,0.0002
1028,0.0027
1029,0.0001
1030,0.0011
1031,0.0004
1032,0.0001
1033,0.0004
1034,0.0015
1035,0.0004
1036,0.0023
1037,0.0026
1039,0.0003
1040,0.0011
1041,0.1099
1042,0.0012
1043,0.0009
1044,0.0014
1045,0.0004
1046,0.0012
1047,0.0001
1048,0.0002
1049,0.0002
1050,0.0003
1051,0.0011
1052,0.0014
1053,0.0002
1054,0.0001
1055,0.0001
1057,0.0011
1058,0.0012
1059,0.0004
1060,0.0009
1061,0.0028
1062,0.0003
1063,0.0001
1064,0.0014
1065,0.0018
1066,0.0003
1068,0.0005
1069,0.0002
1070,0.0002
1071,0.0004
1072,0.0311
1073,0.0081
1074,0.0005
1075,0.0004
1076,0.0004
1077,0.0003
1078,0.0001
1079,0.0004
1080,0.1070
1081,0.0008
1082,0.0007
1083,0.0046
1084,0.0002
1085,0.0004
1086,0.0003
1087,0.0008
1088,0.0002
1089,0.0010
1090,0.0002
1091,0.0007
1092,0.0011
1093,0.0013
1094,0.0003
1095,0.0007
1096,0.0012
1097,0.0004
1098,0.0004
1099,0.0002
1100,0.0006
1101,0.0004
1102,0.0002
1103,0.0002
1105,0.0007
1106,0.0004
1107,0.0009
1108,0.0004
1109,0.0007
1110,0.0006
1111,0.0031
1112,0.0004
1113,0.0008
1114,0.0004
1115,0.0015
1116,0.0003
1117,0.0003
1118,0.0010
1119,0.0001
1120,0.0001
1121,0.0001
1122,0.0008
1123,0.0005
1124,0.0007
1125,0.1366
1126,0.0007
1127,0.0028
1128,0.0001
1129,0.0006
1130,0.0004
1131,0.0004
1132,0.0014
1133,0.0004
1134,0.0009
1135,0.0006
1136,0.0006
1137,0.0007
1138,0.0001
1139,0.0002
1140,0.0007
1141,0.0022
1142,0.0016
1143,0.0011
1144,0.0006
1145,0.0012
1147,0.0006
1148,0.0021
1149,0.0007
1150,0.0001
1151,0.0004
1152,0.0002
1153,0.0005
1154,0.0004
1155,0.0011
1157,0.0037
1158,0.0004
1159,0.0040
1160,0.0020
1161,0.0004
1162,0.0009
1163,0.0010
1164,0.0001
1165,0.0008
1166,0.0004
1167,0.0003
1168,0.0024
1169,0.0948
1170,0.0002
1171,0.0003
1172,0.0013
1173,0.0003
1174,0.0004
1175,0.0004
1176,0.0001
1177,0.0017
1178,0.0001
1179,0.0002
1180,0.0033
1181,0.0002
1182,0.0039
1183,0.0010
1184,0.0009
1185,0.0012
1186,0.0011
1187,0.0021
1188,0.0008
1189,0.0002
1190,0.0002
1191,0.0026
1192,0.0001
1193,0.0012
1194,0.0029
1195,0.0010
1196,0.0002
1197,0.0005
1198,0.0004
1199,0.0004
1200,0.0001
1201,0.0010
1202,0.0001
1203,0.0004
1204,0.0002
1205,0.0002
1206,0.0004
1207,0.0006
1208,0.0024
1209,0.0002
1210,0.0003
1211,0.0004
1212,0.0004
1213,0.0024
1214,0.0030
1215,0.0027
1216,0.0007
1217,0.0003
1218,0.0015
1219,0.0008
1220,0.0002
1221,0.0068
1222,0.0001
1224,0.0004
1225,0.0002
1226,0.0007
1227,0.0003
1228,0.0004
1229,0.0001
1230,0.0004
1231,0.0002
1232,0.0002
1233,0.0011
1235,0.0017
1236,0.0004
1237,0.0001
1238,0.0004
1239,0.0005
1240,0.0004
1241,0.0003
1242,0.0012
1243,0.0016
1244,0.0200
1245,0.0003
1246,0.0002
1248,0.0001
1249,0.0003
1250,0.0001
1251,0.0001
1252,0.0003
1253,0.0010
1254,0.0006
1255,0.0004
1256,0.0011
1257,0.0004
1258,0.0004
1259,0.0002
1262,0.0002
1263,0.0001
1264,0.0022
1265,0.0004
1266,0.0027
1267,0.0009
1268,0.0004
1269,0.0001
1270,0.0007
1271,0.0009
1272,0.0009
1273,0.0005
1274,0.0014
1275,0.0004
1277,0.0007
1279,0.0007
1280,0.0004
1281,0.0006
1282,0.0027
1283,0.0001
1284,0.0014
1285,0.0004
1286,0.0006
1287,0.0002
1288,0.0014
1289,0.0003
1290,0.0003
1291,0.0008
1292,0.0008
1293,0.0001
1294,0.0001
1295,0.0004
1296,0.0001
1297,0.0011
1298,0.0014
1299,0.0007
1300,0.0086
1301,0.0005
1303,0.0002
1304,0.0004
1305,0.0024
1306,0.0002
1307,0.0005
1308,0.0003
1309,0.0013
1310,0.0036
1311,0.0004
1312,0.0013
1313,0.0003
1314,0.0020
1315,0.0004
1316,0.0010
1317,0.0020
1318,0.0002
1319,0.0004
1320,0.0063
1321,0.0002
1322,0.0011
1324,0.0007
1325,0.0001
1326,0.0002
1327,0.0003
1328,0.0007
1329,0.0009
1330,0.0003
1331,0.0002
1332,0.0007
1333,0.0004
1334,0.0004
1336,0.0217
1337,0.0003
1338,0.0004
1339,0.0012
1341,0.0001
1342,0.0047
1343,0.0011
1344,0.0005
1345,0.0026
1346,0.0006
1347,0.0009
1348,0.0009
1351,0.0003
1352,0.0026
1353,0.0011
1354,0.0004
1355,0.0003
1356,0.0006
1357,0.0007
1358,0.0011
1359,0.0001
1360,0.0078
1361,0.0009
1362,0.0010
1363,0.0012
1365,0.0004
1366,0.0007
1367,0.0018
1368,0.0004
1369,0.0003
1370,0.0036
1371,0.0001
1372,0.0001
1373,0.0004
1375,0.0005
1376,0.0003
1377,0.0022
1378,0.0007
1379,0.1877
1380,0.0002
1381,0.0005
1382,0.0011
1383,0.0005
1384,0.0003
1385,0.0003
1386,0.0001
1387,0.0001
1388,0.0003
1389,0.0002
1390,0.0021
1391,0.0011
1392,0.0004
1393,0.0019
1395,0.0002
1396,0.0004
1397,0.0011
1398,0.0062
1399,0.0004
1400,0.0011
1401,0.0004
1402,0.0001
1403,0.0086
1404,0.0003
1405,0.0001
1406,0.0009
1407,0.0002
1408,0.0006
1409,0.0005
1410,0.0001
1412,0.0012
1413,0.0021
1414,0.0002
1415,0.0005
1416,0.0002
1417,0.0013
1418,0.0046
1419,0.0004
1420,0.0007
1421,0.0004
1422,0.0001
1423,0.0006
1424,0.0001
1425,0.0008
1426,0.0003
1427,0.0012
1428,0.0005
1429,0.0003
1430,0.0016
1431,0.0001
1432,0.0004
1433,0.2222
1434,0.0007
1435,0.0009
1436,0.0004
1437,0.0002
1438,0.0005
1439,0.0007
1440,0.0148
1441,0.0004
1442,0.0004
1443,0.0028
1444,0.0004
1445,0.0011
1446,0.0025
1447,0.0007
1448,0.0059
1449,0.0006
1450,0.0019
1451,0.0004
1452,0.0023
1453,0.0013
1454,0.0049
1456,0.0001
1457,0.0005
1458,0.0002
1459,0.0003
1460,0.0004
1461,0.0005
1462,0.0004
1464,0.0004
1465,0.0002
1466,0.0003
1468,0.0004
1469,0.7877
1470,0.0002
1472,0.0018
1474,0.0014
1475,0.0002
1476,0.0010
1477,0.0001
1478,0.0008
1479,0.0006
1481,0.0013
1482,0.0002
1483,0.0002
1484,0.0001
1485,0.0002
1486,0.0003
1487,0.0004
1488,0.0004
1489,0.0004
1490,0.0009
1491,0.0040
1492,0.0002
1493,0.0008
1494,0.0102
1495,0.0028
1496,0.0008
1497,0.0009
1498,0.0034
1499,0.0003
1501,0.0001
1502,0.0006
1503,0.0002
1504,0.0004
1505,0.0004
1506,0.0009
1507,0.0006
1508,0.0017
1509,0.0011
1510,0.0003
1511,0.0004
1512,0.0003
1513,0.0013
1514,0.0019
1515,0.0004
1516,0.0015
1517,0.0001
1518,0.0001
1519,0.0001
1520,0.0688
1521,0.0003
1522,0.0012
1523,0.0003
1524,0.0001
1525,0.0007
1526,0.0088
1527,0.0003
1528,0.0004
1529,0.0010
1530,0.0022
1531,0.0004
1532,0.0004
1533,0.0001
1534,0.0005
1536,0.0004
1538,0.0003
1539,0.0006
1540,0.0027
1541,0.0013
1542,0.0006
1543,0.0005
1544,0.0021
1546,0.0003
1548,0.0004
1549,0.0001
1550,0.0001
1551,0.0006
1552,0.0003
1553,0.0010
1554,0.0027
1555,0.0005
1556,0.0004
1558,0.0003
1559,0.0005
1560,0.0002
1561,0.0007
1562,0.0006
1563,0.0002
1564,0.0001
1565,0.0005
1566,0.0011
1568,0.0003
1569,0.0609
1570,0.0018
1571,0.0004
1572,0.0004
1573,0.0004
1574,0.0017
1575,0.0004
1576,0.0028
1577,0.0003
1578,0.0006
1579,0.0011
1580,0.0033
1581,0.0004
1582,0.0005
1583,0.0004
1584,0.0001
1585,0.0105
1586,0.0007
1587,0.0004
1588,0.0060
1589,0.0001
1590,0.0002
1591,0.0009
1592,0.0004
1593,0.0002
1594,0.0006
1595,0.0004
1597,0.0007
1598,0.0079
1599,0.0005
1600,0.0002
1601,0.0032
1602,0.0004
1603,0.0003
1604,0.0007
1605,0.0009
1606,0.0009
1607,0.0005
1608,0.0003
1610,0.0014
1611,0.0002
1612,0.0006
1613,0.0032
1614,0.0019
1615,0.0014
1616,0.0029
1617,0.0005
1618,0.0003
1620,0.0010
1621,0.0004
1622,0.0001
1623,0.0124
1624,0.0003
1625,0.0006
1626,0.0005
1627,0.0036
1628,0.0005
1629,0.0004
1630,0.0001
1631,0.0047
1632,0.0003
1633,0.0005
1634,0.0005
1635,0.0002
1636,0.0017
1637,0.0127
1638,0.0023
1640,0.0007
1641,0.0003
1642,0.0004
1643,0.0002
1644,0.0054
1645,0.0004
1646,0.0021
1647,0.0010
1648,0.0021
1649,0.0018
1650,0.0038
1651,0.0004
1652,0.0002
1653,0.0021
1654,0.0021
1655,0.0024
1656,0.0078
1657,0.0001
1658,0.0003
1659,0.0007
1660,0.0004
1661,0.0005
1662,0.0010
1663,0.0030
1664,0.0003
1665,0.0004
1666,0.0002
1667,0.0003
1668,0.0001
1669,0.0001
1670,0.0006
1671,0.0004
1672,0.0018
1673,0.0011
1675,0.0015
1676,0.0008
1677,0.0001
1678,0.0002
1679,0.0009
1680,0.0007
1681,0.0001
1682,0.0006
1683,0.0004
1684,0.0005
1685,0.0011
1686,0.0004
1687,0.0014
1690,0.0001
1691,0.0005
1692,0.0007
1693,0.0011
1694,0.0006
1695,0.0004
1697,0.0011
1698,0.0003
1699,0.0004
1700,0.0005
1701,0.0004
1702,0.0002
1703,0.0004
1705,0.0006
1706,0.0006
1707,0.0004
1708,0.0010
1709,0.0005
1710,0.0012
1711,0.0004
1712,0.0004
1713,0.0020
1714,0.0011
1715,0.0637
1717,0.0005
1718,0.0011
1719,0.0007
1720,0.0003
1721,0.0004
1722,0.0004
1723,0.0004
1724,0.0003
1725,0.0011
1726,0.0001
1727,0.0001
1728,0.0004
1729,0.0004
1730,0.0004
1731,0.0010
1732,0.0088
1733,0.0003
1734,0.0003
1735,0.0242
1736,0.0006
1737,0.0007
1738,0.0004
1739,0.0008
1740,0.0003
1741,0.0007
1742,0.0022
1743,0.0004
1744,0.0001
1745,0.0001
1746,0.0004
1747,0.0011
1748,0.0002
1749,0.0007
1750,0.0006
1751,0.0009
1752,0.0003
1754,0.0045
1755,0.0005
1756,0.0004
1757,0.0009
1758,0.0007
1759,0.0012
1760,0.0006
1761,0.0001
1762,0.0018
1763,0.0011
1764,0.0013
1765,0.0063
1766,0.0001
1767,0.0023
1768,0.0032
1769,0.0005
1770,0.0006
1771,0.0002
1772,0.0033
1773,0.0004
1774,0.0007
1775,0.0017
1776,0.0062
1777,0.0003
1778,0.0012
1779,0.0002
1780,0.0007
1782,0.0003
1783,0.0001
1784,0.0011
1785,0.0004
1786,0.0003
1787,0.0001
1788,0.0002
1789,0.0003
1790,0.0004
1791,0.0011
1792,0.0005
1793,0.0028
1794,0.0024
1795,0.0006
1796,0.0004
1797,0.0004
1798,0.0007
1799,0.0005
1800,0.0016
1801,0.0003
1802,0.0007
1803,0.0397
1804,0.0005
1805,0.0020
1806,0.0004
1807,0.0027
1808,0.0008
1809,0.0012
1810,0.0069
1811,0.0005
1812,0.0148
1813,0.0004
1814,0.0015
1815,0.0008
1816,0.0014
1817,0.0001
1818,0.0014
1819,0.0001
1820,0.0003
1821,0.0008
1822,0.0008
1823,0.0005
1824,0.0002
1825,0.0001
1826,0.0013
1827,0.0005
1828,0.0010
1829,0.0037
1830,0.0032
1831,0.0004
1832,0.0014
1833,0.0004
1834,0.0002
1835,0.0007
1836,0.0001
1837,0.0036
1838,0.0004
1839,0.0316
1841,0.0015
1842,0.0006
1843,0.0011
1844,0.0009
1845,0.0004
1846,0.0001
1847,0.0004
1848,0.0011
1849,0.0008
1850,0.0008
1851,0.0009
1852,0.0004
1853,0.0112
1854,0.0002
1855,0.0004
1857,0.0001
1858,0.0003
1859,0.0039
1860,0.0139
1861,0.0010
1862,0.0004
1863,0.0001
1864,0.0004
1865,0.0021
1866,0.0023
1867,0.0004
1869,0.0005
1870,0.0004
1871,0.0005
1872,0.0019
1873,0.0024
1874,0.0001
1876,0.0003
1878,0.0002
1879,0.0006
1880,0.0009
1881,0.0011
1882,0.0001
1883,0.0012
1884,0.0007
1885,0.0001
1886,0.0004
1887,0.0002
1888,0.0007
1889,0.0002
1890,0.0006
1891,0.0003
1892,0.0198
1893,0.0007
1894,0.0007
1895,0.0003
1896,0.0011
1897,0.0007
1898,0.0006
1899,0.0002
1900,0.0040
1901,0.0001
1902,0.0011
1903,0.0012
1905,0.0121
1906,0.0003
1907,0.0008
1909,0.0025
1910,0.0004
1911,0.0003
1912,0.0006
1913,0.0034
1914,0.0001
1915,0.0007
1916,0.0066
1918,0.0002
1919,0.0005
1920,0.0004
1921,0.0003
1922,0.0001
1923,0.0020
1924,0.0001
1925,0.0002
1926,0.0011
1927,0.0015
1928,0.0004
1929,0.0010
1930,0.0002
1931,0.0006
1932,0.0003
1933,0.0001
1934,0.0005
1935,0.0007
1936,0.0100
1937,0.0004
1938,0.0039
1939,0.0006
1940,0.0016
1941,0.1364
1942,0.0044
1943,0.0058
1944,0.0005
1945,0.0758
1946,0.0004
1947,0.0004
1948,0.0011
1949,0.0003
1950,0.0062
1951,0.0044
1952,0.0003
1953,0.0002
1954,0.0004
1955,0.0001
1956,0.0008
1957,0.0005
1958,0.0003
1959,0.0040
1961,0.0001
1962,0.0054
1963,0.0007
1964,0.0006
1965,0.0006
1967,0.0009
1968,0.0054
1969,0.0008
1970,0.0004
1971,0.0009
1972,0.0002
1973,0.0012
1974,0.0006
1975,0.0010
1976,0.0001
1977,0.0001
1978,0.0006
1979,0.0016
1980,0.0001
1982,0.0011
1983,0.0003
1984,0.0004
1985,0.0008
1986,0.0003
1987,0.0003
1988,0.0004
1989,0.0004
