user_key,x1
3830736;5341,20160207
4167478;6901,20160324
5653021;7113,20160605
1287511;1469,20160529
6544361;1715,20160321
1240542;342,20160513
7069164;450,20160126
696785;2934,20160322
6420992;6454,20160207
4011233;450,20160127
3318203;4660,20160123
3955598;7483,20160327
3085934;1623,20160324
2227491;2709,20160126
3212198;2934,20160324
439400;3381,20160129
6992638;4660,20160125
4726519;7600,20160325
5273375;2934,20160327
7000415;8614,20160325
1375522;2709,20160129
573178;6016,20160614
6219062;3381,20160123
1943427;6485,20160325
124740;8473,20160324
6011648;6454,20160207
1199161;6424,20160130
1334026;7221,20160106
4209677;1941,20160322
5614227;3706,20160129
6308753;6021,20160415
5981806;7910,20160322
7035282;3406,20160323
7007783;3381,20160125
6804841;3381,20160128
174083;1080,20160525
1580892;760,20160326
5668710;6485,20160322
3810891;2099,20160207
295488;8394,20160410
4631934;1469,20160524
5873827;2934,20160326
5743116;2099,20160207
1142294;3847,20160525
5157541;7884,20160322
2888132;6440,20160519
5525858;3621,20160519
2766942;4860,20160123
405735;1715,20160325
6181142;6485,20160321
6866430;760,20160321
5471768;2099,20160207
2098959;4195,20160321
3163550;5341,20160125
3092607;7921,20160520
5887633;5341,20160207
2591163;4860,20160131
5069272;2595,20160514
1734250;3381,20160129
4043722;6901,20160331
5543266;6485,20160327
49031;3381,20160125
5047;5294,20160513
5809866;5075,20160529
1564748;996,20160524
119913;4860,20160124
2140929;5341,20160126
2378746;2099,20160207
4703134;3717,20160324
2538752;5341,20160126
3263225;7974,20160321
483765;3381,20160126
6433531;1941,20160324
2489644;3621,20160519
4018701;7555,20160325
5534804;2146,20160129
4097373;5341,20160125
694445;3284,20160325
3150966;3101,20160526
1895535;5341,20160128
4993155;2679,20160509
3499553;3381,20160129
4707972;8305,20160428
2276968;3532,20160325
2652806;3293,20160525
5003183;6885,20160325
3581979;5341,20160131
4680426;2099,20160207
1707790;5773,20160521
6647327;1433,20160324
480021;3381,20160128
1867217;3381,20160128
3560266;5152,20160324
4771616;6485,20160324
5113162;8421,20160610
1236796;7113,20160510
5840440;6485,20160321
3637799;4720,20160327
7079456;130,20160525
5680881;6485,20160321
2532870;209,20160428
6828947;539,20160321
6549764;3381,20160128
1654305;5113,20160326
3376665;7717,20160517
3581346;5341,20160207
2547685;3381,20160129
2649554;1945,20160520
3470198;3381,20160229
6361189;760,20160324
2493763;3381,20160129
5852671;5341,20160130
6674042;7717,20160610
6120964;5341,20160207
1936730;450,20160126
3916324;6352,20160323
3947189;3381,20160128
345398;7717,20160228
2422078;3381,20160124
2604731;2709,20160129
7025564;3381,20160129
2983785;5341,20160130
1119081;5341,20160203
3531549;7706,20160129
6879960;5341,20160201
532431;5341,20160129
655343;2099,20160207
4121843;2857,20160212
3963406;3284,20160324
914478;5341,20160207
2069197;1080,20160604
6211882;3403,20160322
3143266;209,20160507
1619421;3381,20160129
4066662;2709,20160129
2411072;6021,20160415
4537607;7483,20160324
530780;3381,20160129
5939185;3381,20160125
4309797;3449,20160322
2238832;1360,20160326
4853820;7113,20160521
7341245;2709,20160127
854323;5341,20160131
6922491;7555,20160326
1260819;380,20160324
6279688;4128,20160526
277023;3381,20160125
6063376;5341,20160124
2732478;2099,20160207
2335936;1469,20160521
2061933;5341,20160126
3034318;760,20160321
1180733;2467,20160216
5623699;3621,20160518
1810241;4860,20160127
2668089;1080,20160525
4110085;1080,20160517
2580167;3381,20160129
4997269;5958,20160511
4602508;7314,20160528
5136829;4142,20160123
5548089;1469,20160521
4747971;2934,20160326
3607012;8216,20160216
97568;5717,20160321
6279640;3532,20160326
1503905;8386,20160125
1606307;1379,20160323
3673084;209,20160122
2213311;7460,20160516
5474697;1041,20160327
1786212;913,20160524
6439993;1433,20160327
6511173;1125,20160322
3651301;3381,20160128
1928016;4142,20160126
5307086;6485,20160325
1076534;3952,20160525
1651037;1041,20160115
6196014;7913,20160427
3749623;7706,20160129
579010;6485,20160525
6489995;4579,20160326
4305110;7903,20160323
7307575;3710,20160123
162725;2036,20160416
7078614;450,20160325
6346047;3381,20160128
5883596;1469,20160522
2074430;3046,20160514
707190;7913,20160427
2902823;5341,20160207
3396245;2934,20160321
5279318;1469,20160605
4828800;8305,20160511
4761220;5341,20160129
18681;3381,20160128
5096348;2520,20160606
550157;3381,20160131
6277873;2709,20160124
3146303;5341,20160124
2104879;7679,20160321
6604201;7374,20160429
5171817;1080,20160517
2297626;2934,20160323
7186979;1433,20160321
1003036;4929,20160522
3758625;2099,20160207
5401725;3381,20160124
5317286;2709,20160126
5992526;2436,20160521
215803;6454,20160207
7238597;3381,20160123
6549186;1654,20160322
806286;5341,20160129
6212063;5341,20160206
347708;3381,20160126
6349207;1941,20160326
1796148;207,20160418
348533;3621,20160212
4419785;1585,20160525
2729973;3597,20160326
1093788;1080,20160517
379922;760,20160325
5755228;6901,20160323
2613072;8211,20160130
4207513;8386,20160123
2863251;7884,20160510
6258666;3381,20160128
4574391;1469,20160603
1472548;4833,20160130
5765662;5341,20160207
2287959;3532,20160324
6518259;924,20160325
2642454;7717,20160521
4424775;2288,20160503
6731445;760,20160321
4942203;6362,20160520
5207447;2709,20160127
3234835;2532,20160525
1278279;6434,20160123
3309709;7555,20160521
2620986;3381,20160129
281231;6485,20160321
3437908;5341,20160126
3423161;7913,20160427
2496960;4173,20160326
6466648;7113,20160319
2678424;209,20160124
3732692;3381,20160128
4008337;5341,20160201
4605745;2934,20160326
5609760;1936,20160520
5469672;1080,20160519
1649945;6288,20160418
6237045;2099,20160207
4944473;3381,20160129
4503746;2934,20160326
2880041;4083,20160516
594503;7679,20160325
1923291;8390,20160326
7109317;2804,20160127
189397;8473,20160324
5223325;1080,20160522
5600100;6901,20160325
4843505;2934,20160321
3773399;6485,20160321
1019212;3381,20160126
776237;8305,20160511
6887552;4267,20160122
6469500;7884,20160414
904440;8211,20160131
7273716;6424,20160131
6830694;2099,20160207
4376611;1520,20160202
4639276;1469,20160603
5291811;760,20160325
7053021;2036,20160415
1061255;5341,20160128
3620572;3381,20160123
458743;2099,20160203
2485545;2709,20160125
3374129;6485,20160325
2364201;3532,20160323
7310101;1941,20160326
4326932;6454,20160131
1235365;3284,20160323
3971114;3381,20160129
5528346;3284,20160324
1137446;3927,20160524
4172622;8654,20160530
5889770;7221,20160326
5479024;4860,20160207
4494744;3284,20160321
2208253;5341,20160207
5029036;5341,20160207
2783129;775,20160522
5284202;5858,20160324
6677626;1469,20160529
2278711;7019,20160131
444787;8546,20160503
3676376;5341,20160125
1380451;6485,20160321
7156308;7555,20160112
4569955;3381,20160129
5843947;3390,20160322
35397;1469,20160529
6828491;7373,20160524
1429033;3381,20160129
450165;2709,20160203
2677474;760,20160323
7010472;3284,20160321
7326380;1433,20160522
4935360;8181,20160325
1808432;1080,20160525
6871720;5341,20160207
6000528;3786,20160325
6849877;3381,20160124
2866565;6485,20160327
1398802;3381,20160125
3905998;1941,20160327
7273079;2099,20160207
4641839;3283,20160325
3133997;1876,20160507
4822153;3251,20160324
2372719;2099,20160207
4806707;6454,20160130
5950946;4142,20160123
79542;1080,20160520
4017294;4059,20160124
2435528;3710,20160205
4881251;7706,20160129
2581675;2099,20160207
5348922;3381,20160127
3463514;5341,20160207
1581158;8386,20160129
527739;5341,20160207
3448645;3673,20160610
3218763;3381,20160129
2331268;1244,20160525
7132106;4660,20160123
4709844;3381,20160129
5341555;3117,20160530
6681480;3381,20160125
518034;3381,20160124
2016131;8305,20160513
3779312;1080,20160610
1535777;1941,20160323
2556730;3987,20160519
2840620;1941,20160321
3543758;3173,20160522
1766667;3381,20160129
6418391;2813,20160529
2615670;4660,20160124
2413342;6485,20160326
3468155;4906,20160321
5115390;3381,20160129
2026013;3381,20160129
3076588;7868,20160521
767694;6901,20160327
2404367;3381,20160126
4897680;2712,20160502
3800070;3381,20160124
2880436;3381,20160130
888263;3381,20160124
1562465;3381,20160124
1603148;8181,20160407
2339707;5341,20160128
5626815;2099,20160207
554189;1080,20160524
1350500;5341,20160125
3031621;8386,20160130
1280009;3381,20160128
3256113;4433,20160131
3567956;8721,20160522
7275816;5341,20160124
6693449;5341,20160207
4380495;7555,20160126
6105821;5870,20160522
1650068;171,20160204
1469054;3381,20160128
5368577;5341,20160207
6635276;3786,20160326
954719;5706,20160523
803037;1656,20160419
3600310;3381,20160129
2202519;8181,20160524
2823266;3381,20160129
5284368;3381,20160128
6048151;3381,20160129
1111621;5341,20160207
998882;3381,20160129
2037847;5341,20160207
5601763;3621,20160519
334185;5341,20160207
2269399;8181,20160608
729497;5341,20160207
5044035;7221,20160327
5015645;2622,20160327
6880211;3158,20160601
5519915;5341,20160130
7120673;3710,20160204
7121333;7397,20160525
2157532;5341,20160207
1260986;5341,20160129
6203147;3182,20160324
6186013;7884,20160506
349514;3381,20160128
2023068;2934,20160327
6840465;209,20160125
693481;6195,20160327
1626307;7428,20160522
409459;5341,20160130
5271908;2709,20160202
849258;4860,20160130
4042018;2709,20160126
4425654;2709,20160125
974648;6485,20160321
1999931;7555,20160125
1193124;6135,20160314
544736;2934,20160321
5880072;1379,20160326
7299962;3046,20160515
2713248;7913,20160427
3867831;7428,20160524
3683847;7910,20160321
3977536;7113,20160510
2866701;3381,20160129
3791639;2709,20160124
820422;2436,20160524
4601667;4070,20160323
2943739;3621,20160518
3550855;6284,20160124
2787422;2709,20160126
1925805;1080,20160525
329463;450,20160126
6902023;3679,20160129
6666634;1812,20160509
2875943;2934,20160326
1204741;2532,20160601
2529024;6284,20160125
59075;2146,20160130
3122939;6485,20160325
2690181;6485,20160326
5802265;5341,20160131
3541153;3381,20160125
4882615;2765,20160507
113104;3381,20160123
4755679;3710,20160205
4803379;5341,20160207
2408490;7717,20160528
3042175;7438,20160412
3933146;2099,20160207
3904478;5341,20160129
2279806;6485,20160324
5232972;760,20160327
3719314;3381,20160124
475690;5341,20160128
3383118;3381,20160123
2403949;3251,20160326
2241261;5341,20160207
3776492;4660,20160126
7263248;4142,20160130
6064274;2099,20160207
2984035;760,20160323
5855106;6650,20160327
92483;3381,20160129
2222426;8390,20160323
5282252;5341,20160129
4380495;3381,20160129
1903592;6284,20160125
315383;8305,20160428
141729;1469,20160520
5266862;2709,20160204
6538672;7717,20160521
1031148;8614,20160322
4666100;6362,20160522
6320388;970,20160520
1348956;7524,20160502
3239660;5701,20160607
6556654;6485,20160327
1617987;3861,20160605
6271731;5341,20160208
3548899;5041,20160507
5101710;3381,20160129
3570328;3381,20160129
5052214;3527,20160326
5418185;6485,20160326
6440500;450,20160204
6565015;3381,20160129
3427920;7884,20160523
3185353;7374,20160521
5529591;209,20160308
3893669;2709,20160125
1669427;5341,20160131
3791988;5006,20160324
4066057;3532,20160327
5136828;6021,20160414
2972975;1941,20160323
3682416;5341,20160203
4318371;8181,20160407
2856403;4860,20160129
747095;3532,20160326
3430088;6284,20160125
5282317;3381,20160128
5006572;2709,20160124
761902;5341,20160207
6408834;6485,20160327
2147114;6614,20160520
7266093;8181,20160407
2905760;2693,20160521
2104654;1715,20160323
6769731;3621,20160518
2301626;5341,20160130
5816209;6189,20160504
5247492;760,20160324
6364221;7974,20160325
3267331;4860,20160128
2969073;4860,20160124
4708689;2036,20160416
1284788;7418,20160516
6735426;8181,20160407
2945224;2099,20160207
801479;3381,20160129
4543603;797,20160325
3717588;2934,20160321
5292288;2934,20160321
5296894;629,20160525
5579734;1812,20160421
2096730;3621,20160519
5800052;3381,20160123
712492;2099,20160207
5224268;2099,20160207
2022280;1379,20160321
3459357;5341,20160125
465289;1520,20160122
3985703;7910,20160321
7189523;760,20160323
1023335;2046,20160201
3717785;3298,20160524
5941648;6901,20160324
2751406;3381,20160129
11079;450,20160128
5671539;4906,20160326
1763929;4860,20160207
1559554;6485,20160326
5532978;2436,20160524
5453985;4860,20160209
4709631;2107,20160524
1976937;3381,20160128
2416733;7422,20160309
6031546;797,20160525
3203734;2099,20160207
2449021;3381,20160129
4746607;8142,20160521
520975;6021,20160415
4802144;3381,20160129
6923386;5341,20160203
5911082;2934,20160327
4708239;4883,20160523
6651117;130,20160521
6228791;2099,20160207
4290815;6597,20160322
258684;5006,20160323
4257157;7745,20160514
1813265;2934,20160327
5543282;3621,20160519
2210533;2436,20160522
6768231;5053,20160512
3146570;7913,20160427
6224421;1433,20160322
125177;4142,20160130
7091763;3381,20160129
1714221;2099,20160203
3422140;3381,20160128
3805416;1080,20160517
2640424;7932,20160505
1984965;8800,20160326
2411995;2934,20160325
6086602;7555,20160321
744338;6485,20160325
5451550;1469,20160522
6841375;3381,20160129
203189;3381,20160128
4605968;3283,20160324
5237611;5341,20160207
5112620;6016,20160529
3659469;6135,20160517
753443;1469,20160531
3451711;6485,20160324
1704142;8181,20160407
6268908;1936,20160501
2836023;5341,20160130
6430294;7555,20160322
3548759;7717,20160523
6244520;450,20160519
6318753;6481,20160322
156254;5084,20160524
5775225;5341,20160207
5372954;4860,20160127
960827;2036,20160415
582513;3381,20160129
5574648;3381,20160126
5241349;4142,20160129
4362508;7113,20160609
2002528;450,20160602
3190222;2934,20160324
2933545;2436,20160325
4600895;5341,20160207
2470198;5341,20160207
6043613;2934,20160326
3167805;388,20160324
94943;1433,20160125
56352;42,20160326
4174939;3381,20160129
5528047;8660,20160324
4879087;5341,20160123
5464643;2099,20160207
1031443;2365,20160522
4211270;8037,20160327
5398546;7428,20160321
6312377;7921,20160429
3136158;2709,20160201
3595324;1080,20160525
6641245;4195,20160522
4950868;1080,20160517
4190701;2099,20160207
2458780;8396,20160510
2275721;5341,20160207
4923923;6288,20160515
6230351;1569,20160130
5522244;3621,20160519
6493055;6485,20160323
4978289;3381,20160129
4822161;7555,20160322
4029539;3381,20160129
421125;411,20160524
4614158;7657,20160521
5578057;4663,20160527
230082;2934,20160323
2441050;5341,20160203
4644234;2934,20160326
3896337;1941,20160323
1624406;4142,20160129
4642869;2099,20160207
4008572;2099,20160207
703262;2934,20160323
4820556;6021,20160414
6641425;2804,20160326
212600;6362,20160524
390532;6485,20160324
5951435;7301,20160524
1856872;5341,20160207
944925;2436,20160324
261328;6485,20160327
5730055;6440,20160608
1943095;3381,20160128
418561;760,20160321
5454104;3362,20160321
3055115;6483,20160502
3733152;2709,20160124
4095942;2099,20160207
4558609;6713,20160330
481111;1004,20160521
5742519;6284,20160124
6125983;2099,20160207
4458326;3381,20160125
6223840;450,20160602
5969021;2934,20160321
3111887;4433,20160130
2693154;8146,20160516
3809302;6485,20160322
6263645;2709,20160124
7260326;5341,20160207
4548722;5341,20160207
5115812;3381,20160129
6873355;7555,20160321
5031501;1814,20160512
818550;7221,20160327
7263306;6288,20160515
355372;5341,20160207
3952034;2932,20160521
1305631;1169,20160129
2508135;171,20160322
6657124;6885,20160323
6442211;5341,20160126
3699026;2099,20160207
6075164;4860,20160131
4719937;2099,20160215
4764900;2436,20160327
2419672;7354,20160521
6254009;3381,20160124
2589593;3283,20160325
364035;2934,20160323
2547181;6485,20160323
3362565;1080,20160517
6494739;450,20160128
6695862;3381,20160125
6004742;2610,20160327
970833;3284,20160322
4306804;1041,20160610
6111202;1715,20160325
6824135;3381,20160128
4661770;5341,20160128
2164017;3939,20160531
1357127;3621,20160519
7290726;6683,20160324
5548613;6454,20160207
5198326;5341,20160129
6332938;2099,20160128
1990045;3381,20160129
6940762;380,20160326
7333504;6021,20160415
6565668;8037,20160123
1804492;1433,20160125
3309430;5591,20160327
4015846;1080,20160517
5771346;3381,20160128
1020088;4173,20160325
5875189;8181,20160407
2205474;8390,20160326
4385641;2934,20160322
5028383;6454,20160207
1615495;4860,20160201
2403491;6284,20160125
1341647;4660,20160125
3147549;3117,20160606
2507268;3939,20160323
274109;7374,20160423
6225468;5039,20160420
4486740;3381,20160129
2052618;7011,20160515
2778516;2934,20160324
5769832;6485,20160327
2127679;1945,20160323
6418100;3381,20160124
2418653;3899,20160327
4002909;2709,20160202
3672373;4833,20160130
2026469;5341,20160207
3967723;7717,20160324
5213128;3381,20160129
2545313;5341,20160207
6643615;3621,20160518
4015256;3381,20160129
698160;6619,20160614
3157033;3444,20160321
6814795;3621,20160519
715042;797,20160525
7308421;1379,20160321
661543;8614,20160326
3181190;1080,20160529
5022826;3381,20160129
2347124;3939,20160327
2843040;797,20160519
7343551;1379,20160326
3420533;8386,20160123
786189;3786,20160323
3095222;42,20160324
4249186;2436,20160321
7286817;6485,20160325
2248456;7113,20160519
3626575;3621,20160518
3716967;2391,20160608
2061868;3597,20160322
631580;4860,20160127
5131309;5206,20160527
622313;3381,20160129
6192488;3381,20160129
3191483;2099,20160207
3776910;1931,20160323
943821;2934,20160325
4143311;7113,20160430
2284438;3621,20160519
2863997;6284,20160125
938579;2342,20160323
2871081;2257,20160526
5236683;5341,20160207
1246998;6485,20160324
6780895;3381,20160129
5101616;5341,20160128
250494;5341,20160125
1167818;3381,20160129
4700926;3786,20160322
2798017;3381,20160128
6897315;3293,20160521
6670706;1601,20160524
4366396;7717,20160529
4997762;8305,20160516
7166320;8305,20160429
4543253;7717,20160325
6256730;1469,20160528
6487347;6454,20160131
6155111;3679,20160129
75635;3876,20160330
6262851;6092,20160421
4894612;211,20160322
145198;4660,20160124
179917;5341,20160129
1525353;4195,20160322
4240794;1715,20160326
3734201;3381,20160129
6785687;6424,20160129
7162859;2247,20160608
173941;7221,20160325
2369027;4860,20160115
5578635;3621,20160519
5983404;5341,20160201
4318544;380,20160326
5712488;5341,20160207
4203699;209,20160423
1797360;4860,20160130
6124723;5341,20160207
6922403;2099,20160207
123539;5341,20160131
2047862;6504,20160604
4605858;8181,20160407
4806837;5341,20160129
7100751;3381,20160123
7343969;6454,20160130
4949793;1812,20160514
2999829;7644,20160610
1163038;7717,20160608
2476664;4628,20160609
6403685;2934,20160322
4898292;1073,20160603
6955098;2976,20160325
3932056;760,20160323
2602281;4142,20160128
1385398;8386,20160127
2021223;1941,20160325
289776;2709,20160125
7166076;1715,20160323
6250573;4660,20160126
4657607;3381,20160129
1027443;3284,20160326
5990015;5773,20160522
1282650;6485,20160324
6062101;1530,20160422
5292114;2934,20160326
4774556;4860,20160124
3046465;6683,20160323
1940774;5341,20160207
5841267;3381,20160124
4340920;3381,20160124
339827;1775,20160222
5158869;380,20160325
4471527;8660,20160424
287650;8097,20160502
6949979;2099,20160207
5341065;2099,20160207
6051407;6485,20160322
2116053;3381,20160129
3818001;7717,20160525
858050;209,20160202
1249432;6485,20160322
340234;3621,20160519
4994089;5341,20160207
2176700;3381,20160129
6026829;6481,20160520
1546212;4860,20160124
6937221;6021,20160415
813950;2934,20160321
4517940;4466,20160520
1346153;2709,20160127
912515;1569,20160127
2825950;2995,20160614
746771;1080,20160520
5490194;6284,20160125
2103267;5341,20160207
4043593;1941,20160323
3447565;2934,20160326
2768080;8037,20160321
5767651;5341,20160128
3151135;3381,20160129
5768178;1520,20160117
3511650;42,20160326
1615836;1941,20160326
377969;6284,20160124
4520480;8386,20160123
4669159;5341,20160129
85538;6485,20160321
5890813;6485,20160327
5998133;1623,20160327
2475903;797,20160521
1556405;3381,20160129
7230828;1814,20160520
4241353;2436,20160521
3429759;797,20160611
2727926;2934,20160321
2189730;6485,20160324
2438767;3381,20160125
1407141;2709,20160202
1032005;2146,20160131
475274;3381,20160129
1026447;1125,20160322
5015568;3381,20160128
7142552;7974,20160325
2634496;3381,20160128
5492643;5341,20160129
5327003;4142,20160124
3744113;1715,20160322
1404890;6485,20160327
2829936;1941,20160325
4612978;2709,20160126
3317477;2099,20160207
4865179;5341,20160207
4008141;1793,20160517
755938;5717,20160311
4335998;5341,20160207
6968008;760,20160325
4041322;2934,20160321
4412298;1433,20160325
2406551;1945,20160523
2242079;1080,20160517
6036818;2099,20160207
7146006;3381,20160129
4295701;1735,20160315
1955983;3381,20160125
2066693;2934,20160325
857374;1693,20160510
5058626;4833,20160130
2665387;2934,20160326
242866;2934,20160325
3126561;3381,20160129
6096041;7573,20160513
4142283;5341,20160207
4199606;3381,20160129
963722;8305,20160428
1745096;8660,20160326
6128388;1080,20160517
5992415;6485,20160326
6388353;4142,20160130
3249552;5341,20160129
813573;3381,20160125
5315977;7221,20160325
4439955;2934,20160322
3316218;130,20160521
6717801;3381,20160124
3254233;1715,20160322
1936754;1812,20160512
7233472;2934,20160322
3959833;3381,20160129
6968151;1041,20160127
6655428;924,20160326
7225277;3038,20160129
1215760;3231,20160325
3575472;5341,20160130
1998472;3533,20160525
5889028;7605,20160520
2221476;8305,20160429
11237;7910,20160323
3800572;2099,20160207
516517;7717,20160512
3310649;5341,20160207
3566216;5341,20160129
896708;3532,20160123
147638;6650,20160325
6199264;3381,20160124
6936116;2712,20160506
5758500;7428,20160327
5736974;8614,20160321
6149721;3381,20160124
1849732;5341,20160129
1754322;2099,20160207
4679130;3381,20160129
1572848;7974,20160324
6034898;4142,20160131
6134766;5341,20160207
4071426;2709,20160127
6069308;5717,20160124
7200600;2934,20160323
6070680;2934,20160321
1468100;7011,20160520
2879030;6485,20160325
2486951;1072,20160522
6836010;4660,20160126
6842948;5341,20160207
4839341;3381,20160124
4761100;1080,20160517
5857247;3381,20160130
5411345;2615,20160522
1395720;5341,20160207
2674656;6485,20160131
1055689;3381,20160128
4651276;2934,20160326
1567108;8181,20160324
721246;6284,20160124
1539903;7354,20160524
6975789;5341,20160207
4888175;2934,20160321
5643200;2934,20160327
6587346;6485,20160327
6077223;4833,20160130
4988916;3381,20160129
3677903;5341,20160207
6607828;3381,20160129
3026901;5614,20160426
1023305;7903,20160607
116197;8558,20160603
5828542;3710,20160203
5926993;1080,20160520
1420717;7598,20160510
2889399;171,20160323
2531027;3381,20160129
314030;3381,20160129
1018953;7483,20160323
2595583;3381,20160129
5711782;2247,20160521
4417963;4660,20160124
2232870;3284,20160327
475008;4860,20160129
4678601;4583,20160519
583997;1379,20160325
3640288;3381,20160125
4553931;7884,20160429
5032127;7555,20160321
3884598;1725,20160531
3830974;7673,20160523
4446141;760,20160327
5095386;5084,20160615
7174251;5341,20160130
5649072;2661,20160607
1975283;8438,20160521
2105932;8775,20160327
2935114;3381,20160128
2310922;2709,20160125
4210895;1080,20160525
411407;8305,20160514
1579439;7903,20160322
762324;5341,20160207
5401811;3381,20160129
6506639;5341,20160207
6389622;3381,20160129
2249777;7076,20160515
5064818;3381,20160129
3594129;1080,20160517
3802494;2067,20160313
5426594;6481,20160326
7286982;2934,20160326
194293;7483,20160325
2257786;3241,20160322
5480687;7011,20160518
27497;1469,20160611
1081734;5696,20160530
2575455;1379,20160321
1834195;7711,20160521
2933474;760,20160201
99869;6284,20160124
1974956;3381,20160129
7079396;2934,20160324
4088769;5341,20160207
4234123;3367,20160522
2269761;6134,20160520
1230746;2709,20160127
