uid,x1
6292088,0.006
7340667,0.011
4194941,0.011
524926,0.006
4194945,0.069
5243522,0.006
7340677,0.006
4719241,0.017
6816394,0.017
3146379,0.006
6029421,0.006
6816400,0.006
2622106,0.023
5243549,0.011
2622111,0.006
4719264,0.011
4194981,0.006
4456561,0.006
4194985,0.017
3146411,0.011
687,0.011
2097842,0.023
2097843,0.029
6292150,0.063
1573559,0.006
696,0.154
524987,0.006
701,0.006
2097855,0.011
7340736,0.006
7340737,0.017
3495371,0.017
4195014,0.006
3146442,0.006
5767887,0.006
1573584,0.017
4195025,0.006
6816469,0.017
525014,0.051
6816474,0.017
4719325,0.011
5767902,0.023
738,0.006
1049315,0.006
7340772,0.011
5581662,0.006
3670140,0.011
755,0.006
5767925,0.023
4719351,0.006
3146488,0.006
6816506,0.034
4719357,0.006
766,0.006
525055,0.006
3146496,0.006
525060,0.034
1049350,0.011
5505153,0.006
2622223,0.011
5243666,0.006
5767956,0.011
789,0.006
6292246,0.080
6292253,0.086
798,0.017
5767970,0.006
6378971,0.006
3146532,0.034
2622245,0.006
4195115,0.006
4195119,0.006
4195122,0.006
6816566,0.091
4678793,0.006
4719418,0.006
1049403,0.006
5155637,0.006
3146561,0.011
2097988,0.011
4719429,0.103
7340870,0.006
4719432,0.006
2622281,0.006
3146570,0.006
1922530,0.006
2622292,0.006
5768026,0.051
7340892,0.017
3146589,0.011
865,0.006
5243748,0.011
7340177,0.006
3670889,0.017
5768043,0.023
878,0.006
3670895,0.006
881,0.011
3146610,0.023
525172,0.006
2513993,0.131
7340920,0.023
7340923,0.006
7340925,0.011
6816638,0.006
2098047,0.046
7340929,0.017
7340933,0.034
5768072,0.011
4719498,0.006
6816651,0.006
4195216,0.011
914,0.006
6816660,0.023
6292376,0.023
3334524,0.006
1573787,0.006
4719516,0.017
3670941,0.006
6291611,0.034
6816677,0.006
1573798,0.074
525227,0.006
4019698,0.011
525231,0.006
944,0.006
945,0.006
4195250,0.006
947,0.034
948,0.029
3146678,0.006
6292411,0.017
6816703,0.029
1573826,0.023
3146695,0.006
1573832,0.011
1573834,0.006
7341006,0.011
5243855,0.006
1573843,0.023
1049557,0.011
983,0.017
3146715,0.011
1049565,0.011
4719585,0.006
3146725,0.006
1049574,0.006
6292457,0.046
2098154,0.006
525294,0.006
1049585,0.017
5768178,0.017
525302,0.006
2098168,0.006
1049597,0.034
1049599,0.011
3146752,0.023
1049604,0.006
525318,0.006
7341063,0.006
1035,0.011
6292495,0.006
4195345,0.017
2098195,0.006
4195350,0.006
6292503,0.177
4364555,0.006
2098201,0.006
5243932,0.006
6641157,0.029
5768225,0.029
5768226,0.011
4696259,0.023
2098216,0.006
1049641,0.006
6292522,0.006
3671086,0.011
4719665,0.017
7340211,0.006
2098228,0.006
3757577,0.011
3671096,0.006
6816825,0.006
5243964,0.006
525383,0.011
4195400,0.006
6903308,0.006
4195404,0.006
5768269,0.006
4195406,0.011
3146832,0.006
6292563,0.006
1573972,0.074
2098261,0.006
6816855,0.006
525405,0.029
7341151,0.006
1049699,0.069
3146852,0.011
4719720,0.029
1485671,0.006
4719725,0.040
6292596,0.006
2622582,0.017
6292599,0.011
4980927,0.029
6816897,0.006
593613,0.006
1574020,0.006
2184726,0.029
2098311,0.006
5768329,0.006
3146890,0.011
6816908,0.023
6292626,0.006
1574035,0.006
6990702,0.023
3671191,0.086
4195483,0.023
1183,0.006
525477,0.006
5768362,0.006
1202,0.006
4958135,0.011
1574070,0.006
2622650,0.006
7341243,0.017
1574079,0.006
2098369,0.006
2098370,0.006
525508,0.006
4195525,0.046
1574086,0.149
1049801,0.006
1226,0.006
5505229,0.006
6292689,0.069
6292690,0.011
1574099,0.011
6005621,0.006
3933020,0.006
6292698,0.006
3671259,0.011
7341277,0.011
2098401,0.006
209,0.006
525546,0.011
1574124,0.006
3671278,0.017
5244144,0.006
1049841,0.006
2793335,0.006
2098422,0.006
2098426,0.006
5244155,0.011
5768444,0.006
2622717,0.006
2622720,0.006
7341313,0.006
3671301,0.006
5680001,0.006
5768459,0.040
2098446,0.017
4195604,0.051
1302,0.011
1303,0.006
7341336,0.023
1223556,0.029
3671327,0.057
7341344,0.011
6292772,0.011
6361692,0.023
1318,0.063
5244199,0.006
2098474,0.011
5768491,0.011
2098478,0.011
6292789,0.006
1574198,0.006
7341369,0.011
525632,0.006
4719937,0.017
1574211,0.023
7341380,0.006
3147079,0.011
1223564,0.006
1049933,0.011
4195663,0.149
525648,0.097
5244244,0.006
437134,0.057
6312810,0.011
525658,0.006
7341403,0.063
2622814,0.006
2098527,0.011
4719973,0.046
6817127,0.006
3147112,0.143
3671401,0.011
1049963,0.006
3671405,0.040
2622834,0.006
5768564,0.006
2622838,0.034
1399,0.006
525689,0.017
2622847,0.006
1049988,0.006
6817157,0.040
1574278,0.006
525705,0.006
1049995,0.011
5768590,0.006
7341457,0.006
6817171,0.011
1050007,0.063
525722,0.051
3671451,0.006
1050013,0.006
3671454,0.006
525730,0.011
5768616,0.006
6817194,0.011
6292910,0.034
6292911,0.006
1456,0.006
1458,0.006
1459,0.006
1461,0.057
6817208,0.006
3147195,0.006
4195774,0.006
3671488,0.006
525764,0.006
1574343,0.006
6817225,0.006
820579,0.023
2622926,0.006
4195792,0.006
1493,0.006
2622937,0.006
7341531,0.006
7341534,0.006
2184784,0.006
3147238,0.046
2622951,0.006
4195817,0.017
4195820,0.011
6817262,0.011
1574383,0.029
5244404,0.080
3671545,0.006
7078143,0.023
1532,0.011
5680042,0.006
2098687,0.006
1536,0.011
3671554,0.017
5768708,0.011
4195845,0.023
1574406,0.011
1574412,0.011
5244431,0.023
6816003,0.051
1559,0.006
3671577,0.023
4720158,0.006
4720159,0.017
6293025,0.006
1574434,0.017
3147300,0.017
4720166,0.029
2796465,0.063
349788,0.006
1398365,0.006
2098742,0.006
4456713,0.006
525882,0.074
2098751,0.006
525888,0.006
7341634,0.006
2623043,0.006
1050181,0.006
3671625,0.006
1574474,0.006
7341643,0.011
5768782,0.006
3671636,0.006
5244501,0.011
1574486,0.006
1050200,0.006
1574489,0.006
6817371,0.029
4720220,0.023
7341662,0.086
3147361,0.011
2534331,0.006
6379110,0.017
1574504,0.006
5244521,0.006
1643,0.023
525932,0.006
4720237,0.023
1223613,0.011
1574513,0.074
1574514,0.017
2098806,0.011
1658,0.017
5244539,0.034
6116970,0.006
1574527,0.006
2098819,0.006
7341700,0.086
2534337,0.246
1673,0.017
3671696,0.006
1574548,0.006
5244566,0.006
5244568,0.011
7341721,0.006
5768859,0.011
7280076,0.023
7341727,0.011
2623136,0.006
6293153,0.006
2623141,0.006
6293161,0.023
4720299,0.011
4544114,0.011
5768879,0.017
5244593,0.023
1574579,0.029
5244598,0.011
6817463,0.011
7341753,0.006
526010,0.006
3147451,0.034
5768894,0.006
2098879,0.040
5244608,0.006
6293190,0.029
526024,0.017
7341773,0.023
3147472,0.040
6293201,0.006
526034,0.023
6029603,0.006
1748,0.069
6293207,0.074
1050328,0.011
4720346,0.029
7341787,0.051
2623196,0.006
7341789,0.017
5768926,0.131
5768927,0.006
3147488,0.006
1762,0.006
1050340,0.011
6293223,0.006
6817513,0.006
1770,0.017
6293230,0.011
526063,0.006
4437827,0.023
2623218,0.006
1050357,0.034
4196087,0.006
1574648,0.006
7165567,0.017
5505322,0.074
1792,0.011
2098948,0.017
1797,0.011
3147526,0.006
1050380,0.046
4196109,0.040
2098959,0.011
6204376,0.011
4720402,0.023
5243182,0.006
1818,0.006
3147549,0.017
7341856,0.023
5680091,0.040
5768996,0.017
4720421,0.017
4196135,0.011
5769001,0.006
5769002,0.006
1574700,0.006
2623277,0.006
526128,0.011
2623282,0.086
5243187,0.006
3671860,0.006
4720438,0.017
3147576,0.011
3147579,0.006
3671868,0.006
5244734,0.017
3147588,0.011
1050440,0.006
4720457,0.011
5244749,0.006
6293329,0.011
6817619,0.023
5769045,0.017
1050457,0.006
3147610,0.074
6817627,0.011
1050460,0.006
1050466,0.023
4329667,0.011
3146044,0.006
3147632,0.017
6293364,0.011
4720501,0.006
5244797,0.006
2099072,0.006
3671942,0.006
2623368,0.011
5769097,0.011
2099082,0.017
2099083,0.006
6293388,0.023
6293394,0.006
2099091,0.069
4720533,0.006
2623383,0.006
3671960,0.034
6293402,0.006
1050525,0.034
2099103,0.029
2099104,0.011
6817697,0.006
7165595,0.006
2097478,0.006
1050534,0.086
1574823,0.006
5244842,0.069
5244843,0.046
3386933,0.011
4720558,0.006
2099124,0.011
6379166,0.011
1835337,0.006
3671992,0.040
2099129,0.046
5244858,0.011
3495583,0.006
4196286,0.063
5244865,0.006
5243211,0.023
1050570,0.006
6293453,0.023
2623439,0.069
4196306,0.006
1574867,0.034
1574868,0.006
262478,0.006
7342040,0.011
4196314,0.011
5244891,0.006
2623453,0.006
6728699,0.011
4720615,0.029
5769193,0.011
2026,0.006
2099182,0.006
3845117,0.006
7342064,0.006
6817779,0.017
7165609,0.029
5244922,0.051
1050624,0.011
5244930,0.006
5244932,0.011
4720645,0.011
2623494,0.011
5244935,0.011
5244936,0.354
4544172,0.006
5244939,0.023
2060,0.006
3147791,0.006
526355,0.006
7342100,0.029
5769238,0.011
3147799,0.006
4196376,0.029
2623513,0.006
6293536,0.017
1050659,0.029
2099237,0.006
5769256,0.034
5769257,0.023
5708862,0.017
7342124,0.029
262493,0.011
3672112,0.057
3672122,0.011
1574971,0.017
1574973,0.006
6817854,0.006
2623551,0.006
1574976,0.017
6293569,0.063
4196420,0.017
2099269,0.006
2099270,0.086
1574984,0.011
2623562,0.011
6293579,0.006
6553954,0.006
4196430,0.006
3874973,0.006
5769302,0.006
2135,0.383
5769306,0.074
5942287,0.006
6293596,0.086
1575007,0.011
3147876,0.006
6293605,0.029
5245030,0.040
6817897,0.006
6817898,0.057
4196459,0.011
5245038,0.057
2623600,0.011
7342194,0.057
6817908,0.023
1050743,0.051
1050744,0.091
3672187,0.211
3147908,0.074
5769352,0.011
5245066,0.029
3147917,0.034
2191,0.006
1575057,0.011
3495619,0.011
1575060,0.006
4893721,0.011
3672223,0.006
5991589,0.017
526498,0.023
2211,0.006
2099364,0.040
4835962,0.011
2099366,0.011
5680156,0.006
3324698,0.029
6817965,0.006
3672238,0.011
4196527,0.017
2227,0.017
4720826,0.006
4451885,0.006
6293694,0.006
526528,0.006
1575105,0.006
5769412,0.029
1575109,0.023
7342279,0.006
4720841,0.011
1575116,0.011
5769422,0.006
3672273,0.017
2623698,0.006
3672275,0.011
2099415,0.006
4720856,0.006
2266,0.011
3672290,0.011
4196585,0.017
2099435,0.006
4893736,0.069
6818038,0.017
3672313,0.011
7342330,0.006
6291839,0.006
3672319,0.006
526593,0.040
6293766,0.006
1050888,0.006
1575177,0.006
5245198,0.006
1501472,0.023
7342358,0.006
3672345,0.017
4196635,0.006
5592794,0.006
2623775,0.011
5769509,0.023
5245226,0.006
7342381,0.017
3672367,0.023
6293808,0.006
6818098,0.103
4196659,0.006
526645,0.006
5245239,0.023
526657,0.006
1050949,0.011
4981132,0.040
2623818,0.006
4720971,0.006
3233506,0.006
7342415,0.006
6293850,0.011
5245277,0.011
1575264,0.011
6293857,0.051
5769570,0.029
2623843,0.006
3672421,0.006
6293864,0.017
3058748,0.017
6029714,0.006
1012578,0.006
7342447,0.006
6293872,0.006
3672434,0.006
1050997,0.006
4196727,0.017
3148152,0.006
4196729,0.006
5245309,0.011
2431,0.006
526720,0.006
2623873,0.069
5769602,0.023
3320897,0.011
6293896,0.006
526729,0.011
6818186,0.006
3148171,0.034
2623886,0.006
2099600,0.011
3148177,0.011
5769619,0.006
2458,0.017
1573274,0.006
4721056,0.006
2623909,0.006
2623911,0.006
3148201,0.006
4032899,0.017
5551650,0.006
6808734,0.006
4544243,0.017
526773,0.011
5418057,0.034
2488,0.006
4721081,0.006
4196796,0.023
4196797,0.006
3148225,0.006
4721093,0.006
1575367,0.011
4196808,0.063
4196809,0.006
4282103,0.006
2623949,0.011
5245390,0.017
6293967,0.046
1051089,0.034
2515,0.011
2623957,0.097
1575385,0.006
3672539,0.006
4196831,0.006
4721121,0.131
6818276,0.006
526821,0.006
2623976,0.006
526829,0.006
6818290,0.006
3072707,0.011
2359721,0.006
1575416,0.006
1223764,0.017
4721150,0.034
3583061,0.006
1575424,0.006
3672578,0.006
526854,0.034
3672584,0.017
7342605,0.006
3672591,0.017
7342608,0.046
2580,0.023
4196887,0.057
6818328,0.011
5245467,0.006
6294044,0.011
4196895,0.006
2593,0.006
526882,0.017
7342631,0.006
7342632,0.006
2624041,0.074
2624043,0.006
2099757,0.006
2624046,0.006
4631645,0.017
4019976,0.011
1575474,0.011
526899,0.080
3845214,0.006
6294074,0.006
2099776,0.011
526913,0.006
2624070,0.006
2099784,0.006
2624074,0.006
3672653,0.063
4721230,0.017
1051217,0.034
6294098,0.034
6990947,0.046
7342681,0.051
4721242,0.006
5769827,0.006
1575525,0.006
6641425,0.006
2099816,0.057
2673,0.006
1575544,0.006
1575546,0.017
3672703,0.006
1051266,0.006
7340481,0.006
1763356,0.006
5942381,0.017
2099859,0.006
5245590,0.006
526999,0.006
2624152,0.006
4194756,0.017
527002,0.006
6990959,0.011
1575583,0.040
5769895,0.011
6294185,0.017
1575597,0.006
1051311,0.006
4197041,0.011
4721331,0.006
4719049,0.006
7253109,0.006
2099904,0.057
2099906,0.006
1051331,0.063
6818501,0.006
2099911,0.006
4721352,0.011
2764,0.017
2765,0.006
527054,0.023
3845240,0.017
6818514,0.006
7342804,0.006
2099926,0.006
4721367,0.006
7078351,0.074
5769949,0.011
6294238,0.034
5245663,0.051
1575649,0.011
3629864,0.006
2099941,0.017
7342825,0.011
5769962,0.029
5769968,0.017
6294257,0.389
1051378,0.011
3932627,0.006
6466686,0.006
5245687,0.006
5307350,0.011
2624250,0.006
4197115,0.006
4197120,0.011
5769989,0.023
2099974,0.011
1575690,0.006
2829,0.011
1051406,0.069
1575695,0.006
5245713,0.046
1575698,0.006
3845251,0.006
7342869,0.006
5778606,0.011
1575706,0.006
7342875,0.006
3148575,0.006
2100000,0.006
3148577,0.006
6818599,0.006
4721448,0.017
5245740,0.029
524765,0.023
3670494,0.011
1575734,0.006
4721465,0.114
3672890,0.029
7342909,0.029
7342910,0.006
2185013,0.011
2880,0.011
3672898,0.040
5592886,0.011
6818631,0.017
2624328,0.006
3148617,0.034
1575754,0.011
3148620,0.011
4369549,0.006
3148624,0.006
4721490,0.006
1575763,0.029
7253134,0.006
6294358,0.006
5245784,0.006
1051482,0.034
6117179,0.011
3146215,0.011
6818668,0.046
2624366,0.011
6818671,0.006
6294385,0.006
4107411,0.006
4197236,0.011
4197245,0.011
699541,0.006
1575810,0.006
1051526,0.006
6818703,0.006
4721554,0.011
6117187,0.006
6818709,0.006
5245848,0.023
6294427,0.017
6818719,0.017
7343009,0.006
7343011,0.011
2624420,0.023
6294437,0.006
527270,0.011
786929,0.017
6294448,0.017
1051570,0.011
1051572,0.006
5770169,0.006
3002,0.017
2100155,0.006
2100159,0.006
3148738,0.006
1051588,0.029
2624454,0.006
3148748,0.006
1051598,0.006
527312,0.029
6818770,0.017
2624467,0.006
2100180,0.006
6294485,0.011
2624470,0.023
6818775,0.006
4721624,0.034
527321,0.023
5245914,0.006
6294500,0.006
527333,0.006
6818792,0.017
3049,0.017
4197354,0.006
2624491,0.017
1575916,0.074
2624497,0.006
527354,0.074
5770236,0.029
6294527,0.006
5245958,0.086
3148808,0.006
4197387,0.029
1051664,0.006
6818834,0.006
5770260,0.029
4197397,0.006
4721688,0.046
6294554,0.006
1748143,0.006
3673117,0.011
4721696,0.017
2100257,0.080
2967875,0.006
2624556,0.017
4369586,0.040
2100270,0.006
7343153,0.023
6818866,0.006
6903646,0.006
1575993,0.011
1575998,0.006
6204597,0.017
1576000,0.006
5246017,0.011
3673157,0.006
6294598,0.006
7343175,0.006
7343178,0.023
5246029,0.149
527439,0.017
1051729,0.011
3673170,0.006
7343188,0.011
1576021,0.006
5246039,0.029
1136484,0.046
2624602,0.006
4197467,0.011
4721758,0.006
6294623,0.006
3168,0.006
3148897,0.006
2621969,0.006
3179,0.011
5246062,0.006
527474,0.011
1576056,0.006
527481,0.006
5770362,0.011
1051772,0.006
2095076,0.006
3673214,0.006
6818946,0.011
5246085,0.051
5246086,0.006
4721802,0.006
6818955,0.023
6641517,0.011
527505,0.046
4197522,0.080
3673236,0.006
6903662,0.040
1576093,0.091
7343262,0.006
2624673,0.006
3673251,0.011
2624676,0.069
3238,0.006
4197544,0.011
6294697,0.017
4197546,0.006
6294699,0.006
7343276,0.011
4197552,0.011
5246132,0.011
4197558,0.017
5680329,0.029
4197564,0.040
1576127,0.017
1051840,0.017
7343297,0.011
520269,0.051
2100420,0.057
6294727,0.006
5246155,0.046
6819020,0.166
2796749,0.029
5770452,0.006
1576150,0.006
4721879,0.017
1576154,0.029
4197595,0.006
2624733,0.006
4721887,0.029
1576161,0.086
5770468,0.029
4197609,0.006
5770477,0.011
5246191,0.029
5246193,0.006
5770482,0.046
527606,0.046
2624759,0.011
5246200,0.011
4197626,0.011
3673339,0.006
6294781,0.029
2100479,0.011
6294786,0.011
1051908,0.006
1576197,0.006
2100487,0.057
5505580,0.011
4197642,0.006
3321047,0.006
2624783,0.006
4721936,0.006
4197649,0.011
3673362,0.011
3673368,0.011
527642,0.006
5770526,0.120
2624799,0.006
3149089,0.006
6294820,0.006
1576229,0.046
4981297,0.006
3704603,0.011
4457010,0.017
3673392,0.006
1051955,0.006
1576244,0.006
3149109,0.006
5246263,0.011
2624824,0.006
7343418,0.006
5246267,0.006
5330826,0.006
1576254,0.006
1576259,0.006
3673414,0.034
5942497,0.006
5068684,0.006
4457015,0.017
3149132,0.040
3673423,0.006
6819153,0.011
3149138,0.006
7343443,0.017
6294870,0.011
4722007,0.006
3416,0.011
1051998,0.011
1051999,0.017
1052001,0.006
5770594,0.029
4197732,0.017
2624870,0.006
527721,0.017
5246314,0.011
5770608,0.006
6819185,0.011
5246322,0.017
3673465,0.006
5770618,0.571
6819198,0.006
527744,0.006
5770625,0.063
7343490,0.006
2272491,0.006
3233686,0.006
1052039,0.006
2100621,0.034
4197774,0.006
3058925,0.006
4722065,0.034
6819218,0.057
3479,0.057
6294939,0.006
3485,0.006
5246371,0.006
1576362,0.023
4197803,0.034
7343533,0.006
7343535,0.011
527793,0.086
3673522,0.023
3149235,0.006
1576372,0.011
4722102,0.006
5246391,0.006
2624952,0.017
6466804,0.006
4722106,0.011
5855135,0.017
5770685,0.017
7343551,0.057
5770693,0.011
5770694,0.006
2624967,0.006
6991095,0.034
2624976,0.017
7343573,0.006
6295000,0.017
3673561,0.006
6819290,0.006
2100699,0.006
2624989,0.006
3673567,0.006
6295008,0.006
4722148,0.040
4197862,0.006
3149290,0.006
3673579,0.011
527857,0.006
3673586,0.017
1052149,0.006
3149303,0.074
1576441,0.006
3673595,0.006
6295037,0.006
4722184,0.006
3673610,0.006
3670615,0.023
3598,0.011
527887,0.006
527888,0.006
4197906,0.023
6295059,0.011
527892,0.034
6819349,0.011
5505625,0.006
5246493,0.006
4197919,0.011
527904,0.017
3617,0.006
1052199,0.120
6295084,0.063
4197937,0.006
1576499,0.006
6819382,0.017
5246523,0.029
3644,0.006
3149374,0.017
5246532,0.006
3654,0.046
3656,0.006
6819413,0.006
3673,0.006
1052250,0.006
6295136,0.063
7343713,0.023
3149410,0.011
7343716,0.006
4722277,0.006
4722278,0.006
527975,0.040
1576553,0.051
4722284,0.011
3932776,0.006
5770867,0.011
2100858,0.069
3149435,0.006
4198014,0.006
5770880,0.006
1052289,0.006
6816363,0.006
4722308,0.069
5770886,0.006
5246599,0.029
4198025,0.023
5418263,0.040
6819470,0.011
3673743,0.011
1082525,0.006
2100883,0.011
5246613,0.006
4198040,0.029
6819481,0.023
1576602,0.017
6819483,0.017
4198045,0.023
5770911,0.029
1052325,0.011
2625190,0.017
7343783,0.006
3149482,0.029
2625196,0.006
1576621,0.006
528046,0.011
2100915,0.006
1052340,0.034
2010398,0.006
1576630,0.006
5770935,0.006
4722360,0.011
3149498,0.006
7343803,0.006
1052348,0.057
6295230,0.023
5900957,0.006
4198083,0.051
2010401,0.023
4722377,0.011
2622071,0.006
3790,0.017
2625231,0.006
2625232,0.006
2625233,0.006
5246674,0.269
2272547,0.011
7343828,0.023
6819541,0.006
5770967,0.046
528088,0.006
7343833,0.006
2625242,0.011
3125123,0.011
4198111,0.011
5246691,0.006
5246694,0.006
6819559,0.057
7343848,0.006
4722409,0.017
2100972,0.011
6295282,0.040
2100979,0.006
6295287,0.011
7343866,0.023
5771003,0.006
1398741,0.011
7343872,0.017
2625282,0.023
2845795,0.006
3845,0.034
1576710,0.234
787073,0.017
3673866,0.006
3149580,0.011
2101010,0.006
1576726,0.040
1576728,0.006
6819616,0.006
2101031,0.040
2101033,0.006
7343914,0.006
4722477,0.006
5771054,0.006
3149616,0.063
1052473,0.011
1052475,0.017
4783644,0.006
5680437,0.006
7343940,0.017
2625350,0.011
3914,0.006
528203,0.023
3918,0.011
2101071,0.006
5246805,0.006
7343960,0.040
5771099,0.023
7241591,0.006
5246816,0.006
2097808,0.006
1576805,0.029
3943,0.006
1052521,0.011
3149676,0.006
5246829,0.006
1576815,0.006
5068776,0.006
718575,0.029
5771125,0.046
1052534,0.006
1660905,0.029
528248,0.040
3673984,0.011
3149700,0.011
6819723,0.006
6295436,0.023
4722573,0.011
6295438,0.006
528271,0.006
7344017,0.046
5680451,0.006
4722581,0.006
5246874,0.006
4020207,0.011
1052572,0.011
6292122,0.006
5771168,0.017
5246881,0.006
3674019,0.006
7344037,0.006
5771174,0.029
1576871,0.006
3674025,0.023
5680455,0.023
2101170,0.006
1576883,0.011
528308,0.006
528309,0.091
3583305,0.011
3149753,0.006
6819772,0.006
1576896,0.006
6029984,0.006
6466891,0.006
6295492,0.011
2101190,0.063
3149768,0.023
5246921,0.023
3149770,0.017
4722639,0.023
4198353,0.006
1576914,0.006
4198358,0.006
2359973,0.006
1052643,0.017
3674084,0.046
1431698,0.006
6729041,0.034
6819824,0.040
2101234,0.006
1052664,0.040
5246971,0.011
2101245,0.051
6295550,0.034
6180297,0.017
262827,0.017
1052678,0.006
4103,0.011
6819848,0.006
5365769,0.006
2625549,0.314
7344142,0.006
7344143,0.006
1052688,0.034
2625556,0.006
2101277,0.017
3674148,0.006
528421,0.040
4135,0.011
3408562,0.046
2150849,0.006
1577009,0.006
4194995,0.006
1577012,0.006
1577013,0.063
2625590,0.034
2101305,0.034
6295610,0.006
5324853,0.006
528446,0.069
7344192,0.006
2625602,0.006
4722759,0.006
528457,0.006
4198476,0.086
1052751,0.080
4198481,0.086
5247058,0.006
5680483,0.023
3149918,0.011
4107621,0.006
2625637,0.006
6295656,0.006
2625647,0.006
2101361,0.006
7280160,0.006
3149945,0.006
6295677,0.006
2101377,0.006
5771394,0.006
7165974,0.006
1052808,0.006
1224044,0.034
2625674,0.023
5771403,0.006
1577101,0.023
6250134,0.011
6819983,0.040
4981443,0.006
4198548,0.006
6295704,0.011
5771418,0.011
6295708,0.011
7344286,0.006
528545,0.051
2625699,0.023
4263,0.006
7344297,0.023
1052846,0.006
139692,0.006
3674289,0.011
1577139,0.017
4198580,0.023
7043946,0.006
7344312,0.006
6820025,0.006
4198587,0.006
1577148,0.131
7344317,0.017
960337,0.006
2625727,0.006
528576,0.023
7061404,0.006
2101445,0.040
2101450,0.006
2101451,0.017
5593122,0.006
1577169,0.017
2101460,0.029
7344341,0.017
5247190,0.034
4722903,0.034
7344345,0.006
4722911,0.006
4722913,0.006
5771491,0.040
1577189,0.046
6379170,0.006
6295786,0.023
528619,0.006
528622,0.006
3059069,0.006
3674352,0.006
6955283,0.023
3674354,0.006
1577203,0.040
528628,0.040
4198646,0.023
3150072,0.109
4346,0.011
528637,0.017
7253376,0.006
3758123,0.006
2625796,0.017
4357,0.006
1577227,0.034
5771533,0.006
6295822,0.006
528657,0.103
2625810,0.006
6295827,0.011
